H,TWI,Aspect,Hillshade,Roughness,Slope,Temperature_merra_1000hpa,T_rp5,Time,DayOfYear,X,Y
174,5.69,264.81,194,4,2.56,291.54,21.5,1080,204,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,16.8,360,205,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,24.2,1080,205,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,23.0,720,205,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,16.4,0,205,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,23.3,1080,206,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,15.1,0,206,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,15.7,360,206,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,23.3,720,206,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,19.7,0,207,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,28.4,1080,207,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,18.7,360,207,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,28.0,720,207,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,30.4,720,208,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,21.5,360,208,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,30.7,1080,208,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,21.9,0,208,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,22.4,360,209,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,31.8,720,209,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,31.1,1080,209,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,22.0,0,209,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,22.3,360,210,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,24.8,0,210,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,25.7,720,210,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,24.8,1080,210,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,21.8,1080,211,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,21.4,720,211,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,18.0,360,211,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,17.4,0,211,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,14.1,360,212,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,14.3,0,212,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,24.3,720,212,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,25.3,1080,212,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,26.2,1080,213,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,26.0,720,213,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,14.6,360,213,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,14.7,0,213,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,18.6,360,214,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,19.9,0,214,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,27.0,1080,214,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,26.4,720,214,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,27.0,1080,215,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,19.1,360,215,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,25.3,720,215,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,20.1,0,215,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,29.0,720,216,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,30.0,1080,216,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,20.2,0,216,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.54,19.6,360,216,53.11667,45.01667
174,5.69,264.81,194,4,2.56,303.29,30.1,720,217,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.91,30.9,1080,217,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.91,20.8,0,217,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.1,20.2,360,217,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.1,29.1,720,218,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.1,29.0,1080,218,53.11667,45.01667
174,5.69,264.81,194,4,2.56,293.72,23.2,0,218,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.6,20.6,360,218,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.6,28.2,720,219,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.6,22.2,0,219,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.6,19.5,360,219,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.6,28.8,1080,219,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.6,28.9,1080,220,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.6,28.7,720,220,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.6,19.5,360,220,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.6,21.2,0,220,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.6,22.3,0,221,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.6,28.9,720,221,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.6,27.7,1080,221,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.6,21.0,360,221,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.6,20.8,0,222,53.11667,45.01667
174,5.69,264.81,194,4,2.56,302.95,27.3,720,222,53.11667,45.01667
174,5.69,264.81,194,4,2.56,296.96,29.5,1080,222,53.11667,45.01667
174,5.69,264.81,194,4,2.56,298.55,19.7,360,222,53.11667,45.01667
174,5.69,264.81,194,4,2.56,294.65,19.2,0,223,53.11667,45.01667
174,5.69,264.81,194,4,2.56,303.64,30.3,720,223,53.11667,45.01667
174,5.69,264.81,194,4,2.56,296.16,17.6,360,223,53.11667,45.01667
174,5.69,264.81,194,4,2.56,296.16,30.7,1080,223,53.11667,45.01667
174,5.69,264.81,194,4,2.56,296.16,22.1,0,224,53.11667,45.01667
174,5.69,264.81,194,4,2.56,296.16,21.0,360,224,53.11667,45.01667
174,5.69,264.81,194,4,2.56,296.16,29.7,720,224,53.11667,45.01667
174,5.69,264.81,194,4,2.56,296.16,29.3,1080,224,53.11667,45.01667
174,5.69,264.81,194,4,2.56,294.61,25.5,1080,225,53.11667,45.01667
174,5.69,264.81,194,4,2.56,294.61,23.7,0,225,53.11667,45.01667
174,5.69,264.81,194,4,2.56,294.61,21.8,360,225,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.36,26.0,720,225,53.11667,45.01667
174,5.69,264.81,194,4,2.56,289.73,21.4,0,226,53.11667,45.01667
174,5.69,264.81,194,4,2.56,293.98,18.5,360,226,53.11667,45.01667
174,5.69,264.81,194,4,2.56,294.72,24.3,1080,226,53.11667,45.01667
174,5.69,264.81,194,4,2.56,298.28,26.2,720,226,53.11667,45.01667
174,5.69,264.81,194,4,2.56,300.99,25.2,720,227,53.11667,45.01667
174,5.69,264.81,194,4,2.56,296.98,16.2,360,227,53.11667,45.01667
174,5.69,264.81,194,4,2.56,296.28,25.6,1080,227,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.31,17.1,0,227,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.55,23.5,720,228,53.11667,45.01667
174,5.69,264.81,194,4,2.56,292.7,16.9,0,228,53.11667,45.01667
174,5.69,264.81,194,4,2.56,294.39,23.7,1080,228,53.11667,45.01667
174,5.69,264.81,194,4,2.56,295.66,15.8,360,228,53.11667,45.01667
174,5.69,264.81,194,4,2.56,294.69,17.1,360,229,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.74,23.1,720,229,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.05,19.0,0,229,53.11667,45.01667
174,5.69,264.81,194,4,2.56,294.87,27.2,1080,229,53.11667,45.01667
174,5.69,264.81,194,4,2.56,296.33,31.5,1080,230,53.11667,45.01667
174,5.69,264.81,194,4,2.56,304.68,31.2,720,230,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.88,21.7,0,230,53.11667,45.01667
174,5.69,264.81,194,4,2.56,298.02,20.1,360,230,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.31,20.6,360,231,53.11667,45.01667
174,5.69,264.81,194,4,2.56,305.42,30.5,720,231,53.11667,45.01667
174,5.69,264.81,194,4,2.56,291.39,23.2,0,231,53.11667,45.01667
174,5.69,264.81,194,4,2.56,297.85,30.2,1080,231,53.11667,45.01667
174,5.69,264.81,194,4,2.56,297.85,27.8,720,232,53.11667,45.01667
174,5.69,264.81,194,4,2.56,293.67,22.1,0,232,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,19.0,360,232,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,28.1,1080,232,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,23.0,1080,233,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,18.3,0,233,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,16.6,360,233,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,26.4,720,233,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,16.7,0,234,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,15.6,360,234,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,20.5,1080,234,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,20.3,720,234,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,14.1,0,235,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,9.8,360,235,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,18.1,1080,235,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,21.2,720,235,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,20.5,720,236,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,14.1,360,236,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,15.4,0,236,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,15.3,1080,236,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,12.7,360,237,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,17.2,720,237,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,14.2,0,237,53.11667,45.01667
174,5.69,264.81,194,4,2.56,299.52,18.1,1080,237,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,7.6,360,238,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,18.0,720,238,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,17.8,1080,238,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,10.7,0,238,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,20.9,1080,239,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,18.7,720,239,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,11.2,0,239,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,12.3,360,239,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,16.1,720,240,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,11.8,360,240,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,15.6,1080,240,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,10.6,0,240,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,10.4,0,241,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,18.4,1080,241,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,17.7,720,241,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,7.5,360,241,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,20.9,1080,242,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,18.9,720,242,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,6.9,360,242,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,7.8,0,242,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,10.7,0,243,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,21.1,1080,243,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,10.0,360,243,53.11667,45.01667
174,5.69,264.81,194,4,2.56,290.13,20.5,720,243,53.11667,45.01667
25,5.647950139,315.0,184,1,0.33,298.39,19.4,360,152,49.75,48.7
25,5.521800554,315.0,184,1,0.33,300.44,24.1,720,152,49.75,48.7
25,5.313462604,315.0,184,1,0.33,300.44,27.6,1080,152,49.75,48.7
25,5.053518006,315.0,184,1,0.33,293.56,21.5,0,152,49.75,48.7
25,5.193047091,315.0,184,1,0.33,293.56,21.6,360,153,49.75,48.7
25,5.173933518,315.0,184,1,0.33,293.56,23.7,1080,153,49.75,48.7
25,5.040138504,315.0,184,1,0.33,293.56,21.4,0,153,49.75,48.7
25,5.017202216,315.0,184,1,0.33,293.56,26.9,720,153,49.75,48.7
25,5.602077562,315.0,184,1,0.33,293.56,27.6,720,154,49.75,48.7
25,5.59634349,315.0,184,1,0.33,293.56,15.0,0,154,49.75,48.7
25,5.462548476,315.0,184,1,0.33,293.56,17.2,360,154,49.75,48.7
25,5.145263158,315.0,184,1,0.33,293.56,28.1,1080,154,49.75,48.7
25,5.275235457,315.0,184,1,0.33,287.23,28.6,720,155,49.75,48.7
25,5.231274238,315.0,184,1,0.33,288.61,28.6,360,155,49.75,48.7
25,5.103213296,315.0,184,1,0.33,281.39,26.2,1080,155,49.75,48.7
25,5.070720222,315.0,184,1,0.33,283.85,18.3,0,155,49.75,48.7
25,5.254210526,315.0,184,1,0.33,286.68,16.7,360,156,49.75,48.7
25,5.158642659,315.0,184,1,0.33,286.68,18.2,0,156,49.75,48.7
25,5.032493075,315.0,184,1,0.33,293.16,27.1,720,156,49.75,48.7
25,5.021024931,315.0,184,1,0.33,289.24,18.2,1080,156,49.75,48.7
25,5.615457064,315.0,184,1,0.33,283.59,13.3,0,157,49.75,48.7
25,5.582963989,315.0,184,1,0.33,289.66,14.4,360,157,49.75,48.7
25,5.374626039,315.0,184,1,0.33,293.83,21.4,720,157,49.75,48.7
25,5.309639889,315.0,184,1,0.33,289.78,22.0,1080,157,49.75,48.7
25,5.498864266,315.0,184,1,0.33,286.58,13.3,0,158,49.75,48.7
25,5.466371191,315.0,184,1,0.33,294.27,23.1,720,158,49.75,48.7
25,5.430055402,315.0,184,1,0.33,289.79,23.1,360,158,49.75,48.7
25,5.422409972,315.0,184,1,0.33,291.71,24.1,1080,158,49.75,48.7
25,5.642216066,315.0,184,1,0.33,297.72,25.1,720,159,49.75,48.7
25,5.609722992,315.0,184,1,0.33,294.22,26.8,1080,159,49.75,48.7
25,5.600166205,315.0,184,1,0.33,293.14,16.8,360,159,49.75,48.7
25,5.397562327,315.0,184,1,0.33,288.32,15.5,0,159,49.75,48.7
25,5.680443213,315.0,184,1,0.33,289.2,18.1,0,160,49.75,48.7
25,5.623102493,315.0,184,1,0.33,295.7,17.4,360,160,49.75,48.7
25,5.542825485,315.0,184,1,0.33,299.64,29.5,720,160,49.75,48.7
25,5.365069252,315.0,184,1,0.33,296.52,28.5,1080,160,49.75,48.7
25,5.531357341,315.0,184,1,0.33,292.97,31.0,1080,161,49.75,48.7
25,5.504598338,315.0,184,1,0.33,300.4,30.6,720,161,49.75,48.7
25,5.334487535,315.0,184,1,0.33,297.41,21.1,360,161,49.75,48.7
25,5.307728532,315.0,184,1,0.33,290.87,17.9,0,161,49.75,48.7
25,5.544736842,315.0,184,1,0.33,286.52,18.8,360,162,49.75,48.7
25,5.456814404,315.0,184,1,0.33,286.7,28.5,720,162,49.75,48.7
25,5.454903047,315.0,184,1,0.33,284.08,25.8,1080,162,49.75,48.7
25,5.447257618,315.0,184,1,0.33,287.32,20.1,0,162,49.75,48.7
25,5.529445983,315.0,184,1,0.33,286.54,19.1,0,163,49.75,48.7
25,5.500775623,315.0,184,1,0.33,285.89,17.1,360,163,49.75,48.7
25,5.355512465,315.0,184,1,0.33,288.4,23.7,720,163,49.75,48.7
25,5.33066482,315.0,184,1,0.33,284.9,25.2,1080,163,49.75,48.7
25,5.412853186,315.0,184,1,0.33,286.37,19.7,360,164,49.75,48.7
25,5.38800554,315.0,184,1,0.33,290.8,30.3,720,164,49.75,48.7
25,5.366980609,315.0,184,1,0.33,289.47,32.1,1080,164,49.75,48.7
25,5.311551247,315.0,184,1,0.33,284.89,22.0,0,164,49.75,48.7
25,5.686177285,315.0,184,1,0.33,290.42,25.1,0,165,49.75,48.7
25,5.655595568,315.0,184,1,0.33,293.12,33.0,1080,165,49.75,48.7
25,5.617368421,315.0,184,1,0.33,294.65,23.6,360,165,49.75,48.7
25,5.569584488,315.0,184,1,0.33,297.38,36.7,720,165,49.75,48.7
25,5.646038781,315.0,184,1,0.33,297.38,24.6,360,166,49.75,48.7
25,5.607811634,315.0,184,1,0.33,297.38,24.5,0,166,49.75,48.7
25,5.08601108,315.0,184,1,0.33,297.38,33.5,1080,166,49.75,48.7
25,5.082188366,315.0,184,1,0.33,297.38,34.7,720,166,49.75,48.7
25,5.296260388,315.0,184,1,0.33,297.38,29.8,720,167,49.75,48.7
25,5.269501385,315.0,184,1,0.33,297.38,30.7,1080,167,49.75,48.7
25,5.21598338,315.0,184,1,0.33,297.38,21.5,360,167,49.75,48.7
25,5.001911357,315.0,184,1,0.33,297.38,23.3,0,167,49.75,48.7
25,5.185401662,315.0,184,1,0.33,297.38,30.9,720,168,49.75,48.7
25,5.160554017,315.0,184,1,0.33,297.38,20.6,1080,168,49.75,48.7
25,5.135706371,315.0,184,1,0.33,297.38,23.7,0,168,49.75,48.7
25,5.116592798,315.0,184,1,0.33,297.38,21.9,360,168,49.75,48.7
25,5.250387812,315.0,184,1,0.33,288.39,23.1,1080,169,49.75,48.7
25,5.170110803,315.0,184,1,0.33,288.39,18.1,0,169,49.75,48.7
25,5.12232687,315.0,184,1,0.33,288.39,23.9,720,169,49.75,48.7
25,5.099390582,315.0,184,1,0.33,288.39,16.4,360,169,49.75,48.7
25,5.284792244,315.0,184,1,0.33,283.53,16.4,0,170,49.75,48.7
25,5.248476454,315.0,184,1,0.33,286.57,16.4,360,170,49.75,48.7
25,5.225540166,315.0,184,1,0.33,292.55,19.2,720,170,49.75,48.7
25,5.034404432,315.0,184,1,0.33,289.19,19.6,1080,170,49.75,48.7
25,5.091745152,315.0,184,1,0.33,290.86,14.6,360,171,49.75,48.7
25,5.047783934,315.0,184,1,0.33,287.01,10.0,0,171,49.75,48.7
25,5.038227147,315.0,184,1,0.33,287.01,24.1,1080,171,49.75,48.7
25,5.005734072,315.0,184,1,0.33,287.01,23.4,720,171,49.75,48.7
25,5.240831025,315.0,184,1,0.33,287.08,20.4,1080,172,49.75,48.7
25,5.087922438,315.0,184,1,0.33,287.08,12.8,0,172,49.75,48.7
25,5.084099723,315.0,184,1,0.33,292.22,20.8,720,172,49.75,48.7
25,5.063074792,315.0,184,1,0.33,287.32,14.9,360,172,49.75,48.7
25,5.290526316,315.0,184,1,0.33,292.31,19.4,720,173,49.75,48.7
25,5.2733241,315.0,184,1,0.33,289.87,19.5,1080,173,49.75,48.7
25,5.219806094,315.0,184,1,0.33,284.87,10.4,0,173,49.75,48.7
25,5.200692521,315.0,184,1,0.33,286.46,12.6,360,173,49.75,48.7
25,5.189224377,315.0,184,1,0.33,290.72,18.0,1080,174,49.75,48.7
25,5.137617729,315.0,184,1,0.33,286.86,13.0,0,174,49.75,48.7
25,5.128060942,315.0,184,1,0.33,285.46,17.2,360,174,49.75,48.7
25,5.112770083,315.0,184,1,0.33,291.47,17.6,720,174,49.75,48.7
25,5.177756233,315.0,184,1,0.33,291.47,21.6,720,175,49.75,48.7
25,5.168199446,315.0,184,1,0.33,286.52,15.6,0,175,49.75,48.7
25,5.15099723,315.0,184,1,0.33,290.66,14.4,360,175,49.75,48.7
25,5.108947368,315.0,184,1,0.33,290.66,18.4,1080,175,49.75,48.7
25,5.29434903,315.0,184,1,0.33,290.92,20.1,1080,176,49.75,48.7
25,5.277146814,315.0,184,1,0.33,292.65,25.1,720,176,49.75,48.7
25,5.194958449,315.0,184,1,0.33,292.65,18.9,360,176,49.75,48.7
25,5.126149584,315.0,184,1,0.33,292.65,17.5,0,176,49.75,48.7
25,5.24465374,315.0,184,1,0.33,292.85,16.2,360,177,49.75,48.7
25,5.214072022,315.0,184,1,0.33,286.45,13.1,0,177,49.75,48.7
25,5.080277008,315.0,184,1,0.33,295.73,24.8,720,177,49.75,48.7
25,5.078365651,315.0,184,1,0.33,292.04,25.8,1080,177,49.75,48.7
25,5.665152355,315.0,184,1,0.33,295.31,25.8,720,178,49.75,48.7
25,5.653684211,315.0,184,1,0.33,291.7,16.7,360,178,49.75,48.7
25,5.588698061,315.0,184,1,0.33,291.7,22.5,1080,178,49.75,48.7
25,5.009556787,315.0,184,1,0.33,286.25,17.1,0,178,49.75,48.7
25,5.682354571,315.0,184,1,0.33,286.25,20.0,0,179,49.75,48.7
25,5.592520776,315.0,184,1,0.33,286.25,24.6,720,179,49.75,48.7
25,5.550470914,315.0,184,1,0.33,286.25,23.9,1080,179,49.75,48.7
25,5.300083102,315.0,184,1,0.33,286.25,17.6,360,179,49.75,48.7
25,5.62501385,315.0,184,1,0.33,286.25,15.7,0,180,49.75,48.7
25,5.42432133,315.0,184,1,0.33,286.25,19.1,360,180,49.75,48.7
25,5.403296399,315.0,184,1,0.33,286.25,30.3,1080,180,49.75,48.7
25,5.378448753,315.0,184,1,0.33,286.25,28.1,720,180,49.75,48.7
25,5.4166759,315.0,184,1,0.33,286.25,17.9,0,181,49.75,48.7
25,5.351689751,315.0,184,1,0.33,286.25,25.3,1080,181,49.75,48.7
25,5.319196676,315.0,184,1,0.33,286.25,19.8,360,181,49.75,48.7
25,5.303905817,315.0,184,1,0.33,286.25,27.9,720,181,49.75,48.7
25,5.535180055,315.0,184,1,0.33,286.25,25.5,720,182,49.75,48.7
25,5.519889197,315.0,184,1,0.33,286.25,20.0,360,182,49.75,48.7
25,5.485484765,315.0,184,1,0.33,286.25,21.0,0,182,49.75,48.7
25,5.483573407,315.0,184,1,0.33,286.25,19.0,1080,182,49.75,48.7
25,5.479750693,315.0,184,1,0.33,286.25,26.1,720,183,49.75,48.7
25,5.460637119,315.0,184,1,0.33,286.25,17.9,360,183,49.75,48.7
25,5.451080332,315.0,184,1,0.33,286.25,25.1,1080,183,49.75,48.7
25,5.44534626,315.0,184,1,0.33,286.25,16.4,0,183,49.75,48.7
25,5.523711911,315.0,184,1,0.33,286.25,16.4,360,184,49.75,48.7
25,5.491218837,315.0,184,1,0.33,286.25,29.9,720,184,49.75,48.7
25,5.433878116,315.0,184,1,0.33,286.25,19.1,0,184,49.75,48.7
25,5.328753463,315.0,184,1,0.33,297.42,31.2,1080,184,49.75,48.7
25,5.651772853,315.0,184,1,0.33,296.46,31.2,1080,185,49.75,48.7
25,5.410941828,315.0,184,1,0.33,296.69,22.3,360,185,49.75,48.7
25,5.382271468,315.0,184,1,0.33,300.11,33.6,720,185,49.75,48.7
25,5.315373961,315.0,184,1,0.33,293.88,21.4,0,185,49.75,48.7
25,5.676620499,315.0,184,1,0.33,297.13,20.9,360,186,49.75,48.7
25,5.613545706,315.0,184,1,0.33,301.29,31.5,720,186,49.75,48.7
25,5.556204986,315.0,184,1,0.33,293.41,18.2,0,186,49.75,48.7
25,5.548559557,315.0,184,1,0.33,298.42,31.2,1080,186,49.75,48.7
25,5.672797784,315.0,184,1,0.33,298.77,22.9,360,187,49.75,48.7
25,5.657506925,315.0,184,1,0.33,294.15,21.7,0,187,49.75,48.7
25,5.368891967,315.0,184,1,0.33,303.3,33.2,720,187,49.75,48.7
25,5.324930748,315.0,184,1,0.33,300.01,33.9,1080,187,49.75,48.7
25,5.525623269,315.0,184,1,0.33,295.18,21.5,0,188,49.75,48.7
25,5.508421053,315.0,184,1,0.33,299.95,34.7,1080,188,49.75,48.7
25,5.468282548,315.0,184,1,0.33,300.14,24.5,360,188,49.75,48.7
25,5.439612188,315.0,184,1,0.33,304.16,24.5,720,188,49.75,48.7
25,5.565761773,315.0,184,1,0.33,304.16,37.2,1080,189,49.75,48.7
25,5.414764543,315.0,184,1,0.33,303.31,27.3,360,189,49.75,48.7
25,5.370803324,315.0,184,1,0.33,306.47,37.5,720,189,49.75,48.7
25,5.342132964,315.0,184,1,0.33,293.93,23.1,0,189,49.75,48.7
25,5.659418283,315.0,184,1,0.33,293.93,28.8,360,190,49.75,48.7
25,5.638393352,315.0,184,1,0.33,293.93,26.5,0,190,49.75,48.7
25,5.229362881,315.0,184,1,0.33,293.93,35.9,1080,190,49.75,48.7
25,5.022936288,315.0,184,1,0.33,293.93,36.7,720,190,49.75,48.7
25,5.259944598,315.0,184,1,0.33,293.93,26.3,0,191,49.75,48.7
25,5.110858726,315.0,184,1,0.33,293.93,27.5,360,191,49.75,48.7
25,5.097479224,315.0,184,1,0.33,293.93,35.5,1080,191,49.75,48.7
25,5.09365651,315.0,184,1,0.33,293.93,39.1,720,191,49.75,48.7
25,5.261855956,315.0,184,1,0.33,293.93,22.8,0,192,49.75,48.7
25,5.210249307,315.0,184,1,0.33,293.93,20.5,360,192,49.75,48.7
25,5.051606648,315.0,184,1,0.33,293.93,22.1,1080,192,49.75,48.7
25,5.015290859,315.0,184,1,0.33,293.93,22.2,720,192,49.75,48.7
25,5.558116343,315.0,184,1,0.33,293.93,16.3,360,193,49.75,48.7
25,5.496952909,315.0,184,1,0.33,293.93,24.5,720,193,49.75,48.7
25,5.252299169,315.0,184,1,0.33,293.93,24.5,0,193,49.75,48.7
25,5.23700831,315.0,184,1,0.33,293.93,23.6,1080,193,49.75,48.7
25,5.495041551,315.0,184,1,0.33,291.78,20.5,720,194,49.75,48.7
25,5.393739612,315.0,184,1,0.33,289.02,23.1,1080,194,49.75,48.7
25,5.279058172,315.0,184,1,0.33,288.59,15.2,360,194,49.75,48.7
25,5.238919668,315.0,184,1,0.33,288.59,18.2,0,194,49.75,48.7
25,5.506509695,315.0,184,1,0.33,288.59,24.3,720,195,49.75,48.7
25,5.470193906,315.0,184,1,0.33,288.59,23.7,1080,195,49.75,48.7
25,5.431966759,315.0,184,1,0.33,288.59,14.7,0,195,49.75,48.7
25,5.263767313,315.0,184,1,0.33,288.59,16.6,360,195,49.75,48.7
25,5.561939058,315.0,184,1,0.33,288.59,21.2,1080,198,49.75,48.7
25,5.154819945,315.0,184,1,0.33,288.59,23.0,720,198,49.75,48.7
25,5.045872576,315.0,184,1,0.33,288.59,18.0,0,198,49.75,48.7
25,5.024847645,315.0,184,1,0.33,288.59,16.4,360,198,49.75,48.7
25,5.464459834,315.0,184,1,0.33,288.59,17.1,0,199,49.75,48.7
25,5.347867036,315.0,184,1,0.33,288.59,17.1,360,199,49.75,48.7
25,5.26567867,315.0,184,1,0.33,288.59,26.2,720,199,49.75,48.7
25,5.076454294,315.0,184,1,0.33,288.59,25.4,1080,199,49.75,48.7
25,5.258033241,315.0,184,1,0.33,288.59,28.7,720,200,49.75,48.7
25,5.204515235,315.0,184,1,0.33,288.59,20.0,360,200,49.75,48.7
25,5.105124654,315.0,184,1,0.33,288.59,24.6,1080,200,49.75,48.7
25,5.095567867,315.0,184,1,0.33,288.59,19.1,0,200,49.75,48.7
25,5.246565097,315.0,184,1,0.33,288.59,25.1,1080,201,49.75,48.7
